bnumber	dbname	dbid
b0199	UniProtKB/Swiss-Prot	P30750
b0199	ASAP	ABE-0000671
b0199	ECOCYC	EG11621
b0199	GeneID	944896
b0200	UniProtKB/Swiss-Prot	P63228
b0200	ASAP	ABE-0000675
b0200	ECOCYC	EG11736
b0200	GeneID	944879
b0207	UniProtKB/Swiss-Prot	P30863
b0207	ASAP	ABE-0000692
b0207	ECOCYC	EG11648
b0207	GeneID	944901
b0208	UniProtKB/Swiss-Prot	P30864
b0208	ASAP	ABE-0000694
b0208	ECOCYC	EG11649
b0208	GeneID	947507
b0209	UniProtKB/Swiss-Prot	P0A8U2
b0209	ASAP	ABE-0000700
b0209	ECOCYC	EG11650
b0209	GeneID	946286
b0210	UniProtKB/Swiss-Prot	P30866
b0210	ASAP	ABE-0000702
b0210	ECOCYC	EG11651
b0210	GeneID	946197
b0211	UniProtKB/Swiss-Prot	P0AEZ7
b0211	ASAP	ABE-0000704
b0211	ECOCYC	EG10246
b0211	GeneID	945694
b0212	UniProtKB/Swiss-Prot	P0AC84
b0212	ASAP	ABE-0000707
b0212	ECOCYC	G6099
b0212	GeneID	944902
b0213	UniProtKB/Swiss-Prot	P75672
b0213	ASAP	ABE-0000713
b0213	ECOCYC	G6100
b0213	GeneID	944903
b0214	UniProtKB/Swiss-Prot	P0A7Y4
b0214	ASAP	ABE-0000717
b0214	ECOCYC	EG10860
b0214	GeneID	946955
b0215	UniProtKB/Swiss-Prot	P03007
b0215	ASAP	ABE-0000722
b0215	ECOCYC	EG10243
b0215	GeneID	946441
b0217	UniProtKB/Swiss-Prot	P77339
b0217	ASAP	ABE-0000727
b0217	ECOCYC	G6101
b0217	GeneID	949009
b4586	UniProtKB/Swiss-Prot	A5A605
b4586	ECOCYC	G0-10583
b4586	GeneID	5061498
b0219	UniProtKB/Swiss-Prot	Q47679
b0219	ASAP	ABE-0000734
b0219	ECOCYC	G6103
b0219	GeneID	946585
b0220	UniProtKB/Swiss-Prot	P0AD59
b0220	ASAP	ABE-0000740
b0220	ECOCYC	G6104
b0220	GeneID	946530
b0221	UniProtKB/Swiss-Prot	Q47146
b0221	ASAP	ABE-0000743
b0221	ECOCYC	G6105
b0221	GeneID	949007
b0222	UniProtKB/Swiss-Prot	P63224
b0222	ASAP	ABE-0000751
b0222	ECOCYC	G6106
b0222	GeneID	949134
b0223	UniProtKB/Swiss-Prot	Q47147
b0223	ASAP	ABE-0000755
b0223	ECOCYC	G6107
b0223	GeneID	944906
b0224	UniProtKB/Swiss-Prot	P0AA99
b0224	ASAP	ABE-0000757
b0224	ECOCYC	G6108
b0224	GeneID	944910
b0225	UniProtKB/Swiss-Prot	Q47149
b0225	ASAP	ABE-0000761
b0225	ECOCYC	G6109
b0225	GeneID	944911
b0226	UniProtKB/Swiss-Prot	Q47150
b0226	ASAP	ABE-0000764
b0226	ECOCYC	G6110
b0226	GeneID	944914
b0227	UniProtKB/Swiss-Prot	Q47151
b0227	ASAP	ABE-0000775
b0227	ECOCYC	G6111
b0227	GeneID	944899
b0228	UniProtKB/Swiss-Prot	Q47152
b0228	ASAP	ABE-0000779
b0228	ECOCYC	G6112
b0228	GeneID	944913
b0231	UniProtKB/Swiss-Prot	Q47155
b0231	ASAP	ABE-0000789
b0231	ECOCYC	G6115
b0231	GeneID	944922
b0232	UniProtKB/Swiss-Prot	Q47156
b0232	ASAP	ABE-0000793
b0232	ECOCYC	G6116
b0232	GeneID	944920
b0233	UniProtKB/Swiss-Prot	Q47157
b0233	ASAP	ABE-0000795
b0233	ECOCYC	G6117
b0233	GeneID	944916
b0234	UniProtKB/Swiss-Prot	Q47158
b0234	ASAP	ABE-0000801
b0234	ECOCYC	G6118
b0234	GeneID	944912
b0237	UniProtKB/Swiss-Prot	P15288
b0237	ASAP	ABE-0000809
b0237	ECOCYC	EG10695
b0237	GeneID	945013
b0238	UniProtKB/Swiss-Prot	P0A9M5
b0238	ASAP	ABE-0000814
b0238	ECOCYC	EG10414
b0238	GeneID	944817
b0239	UniProtKB/Swiss-Prot	P04335
b0239	ASAP	ABE-0000817
b0239	ECOCYC	EG11091
b0239	GeneID	946039
b0240	ASAP	ABE-0000821
b0240	ECOCYC	EG11092
b0240	GeneID	945077
b4710	ASAP	ABE-0285313
b4710	ECOCYC	G0-16637
b4710	GeneID	38094937
b4709	ASAP	ABE-0285314
b4709	ECOCYC	G0-16638
b4709	GeneID	38094938
b0241	UniProtKB/Swiss-Prot	P02932
b0241	ASAP	ABE-0000823
b0241	ECOCYC	EG10729
b0241	GeneID	944926
b0242	UniProtKB/Swiss-Prot	P0A7B5
b0242	ASAP	ABE-0000830
b0242	ECOCYC	EG10768
b0242	GeneID	946425
b0243	UniProtKB/Swiss-Prot	P07004
b0243	ASAP	ABE-0000832
b0243	ECOCYC	EG10767
b0243	GeneID	946680
b0245	UniProtKB/Swiss-Prot	P77692
b0245	ASAP	ABE-0000836
b0245	ECOCYC	G6120
b0245	GeneID	946726
b0246	UniProtKB/Swiss-Prot	Q47684
b0246	ASAP	ABE-0000838
b0246	ECOCYC	G6121
b0246	GeneID	944929
b4504	UniProtKB/Swiss-Prot	Q9XB42
b4504	ASAP	ABE-0285025
b4504	ECOCYC	G0-10432
b4504	GeneID	1450236
b0247	UniProtKB/Swiss-Prot	Q47685
b0247	ASAP	ABE-0000841
b0247	ECOCYC	G6122
b0247	GeneID	944930
b0248	UniProtKB/Swiss-Prot	P75676
b0248	ASAP	ABE-0000843
b0248	ECOCYC	G6123
b0248	GeneID	944931
b0249	UniProtKB/Swiss-Prot	P75677
b0249	ASAP	ABE-0000846
b0249	ECOCYC	G6124
b0249	GeneID	948839
b0250	UniProtKB/Swiss-Prot	P77162
b0250	ASAP	ABE-0000851
b0250	ECOCYC	G6125
b0250	GeneID	946846
b0251	UniProtKB/Swiss-Prot	P77365
b0251	ASAP	ABE-0000853
b0251	ECOCYC	G6126
b0251	GeneID	944934
b0252	UniProtKB/Swiss-Prot	P77206
b0252	ASAP	ABE-0000856
b0252	ECOCYC	G6127
b0252	GeneID	945373
b0253	UniProtKB/Swiss-Prot	P75678
b0253	ASAP	ABE-0000858
b0253	ECOCYC	G6128
b0253	GeneID	949004
b0254	UniProtKB/Swiss-Prot	Q57083
b0254	ASAP	ABE-0000862
b0254	ECOCYC	G6129
b0254	GeneID	945417
b4587	ASAP	ABE-0285253
b4587	ECOCYC	G6130
b4587	GeneID	5061501
b0256	UniProtKB/Swiss-Prot	P0CF88
b0256	ASAP	ABE-0000871
b0256	ECOCYC	G6131
b0256	GeneID	949005
b0258	UniProtKB/Swiss-Prot	Q47688
b0258	ASAP	ABE-0000885
b0258	ECOCYC	G6133
b0258	GeneID	944940
b0259	UniProtKB/Swiss-Prot	P0CE49
b0259	ASAP	ABE-0000888
b0259	ECOCYC	G6134
b0259	GeneID	944941
b0260	UniProtKB/Swiss-Prot	Q47689
b0260	ASAP	ABE-0000893
b0260	ECOCYC	G6135
b0260	GeneID	946284
b0261	UniProtKB/Swiss-Prot	Q47690
b0261	ASAP	ABE-0000895
b0261	ECOCYC	G6136
b0261	GeneID	946143
b0262	UniProtKB/Swiss-Prot	P37009
b0262	ASAP	ABE-0000898
b0262	ECOCYC	EG12340
b0262	GeneID	947676
b0264	UniProtKB/Swiss-Prot	P0CF26
b0264	ASAP	ABE-0000906
b0264	ECOCYC	G6138
b0264	GeneID	947698
b0265	UniProtKB/Swiss-Prot	P0CF08
b0265	ASAP	ABE-0000909
b0265	ECOCYC	G6139
b0265	GeneID	944946
b0266	UniProtKB/Swiss-Prot	P37008
b0266	ASAP	ABE-0000912
b0266	ECOCYC	EG12339
b0266	GeneID	944944
b0267	UniProtKB/Swiss-Prot	P37007
b0267	ASAP	ABE-0000915
b0267	ECOCYC	EG12338
b0267	GeneID	944937
b0268	UniProtKB/Swiss-Prot	P75682
b0268	ASAP	ABE-0000921
b0268	ECOCYC	G6140
b0268	GeneID	944925
b0269	UniProtKB/Swiss-Prot	P77596
b0269	ASAP	ABE-0000923
b0269	ECOCYC	G6141
b0269	GeneID	944928
b0270	UniProtKB/Swiss-Prot	P75683
b0270	ASAP	ABE-0000929
b0270	ECOCYC	G6142
b0270	GeneID	944947
b0271	UniProtKB/Swiss-Prot	P77713
b0271	ASAP	ABE-0000931
b0271	ECOCYC	G6143
b0271	GeneID	944949
b0272	UniProtKB/Swiss-Prot	P77300
b0272	ASAP	ABE-0000933
b0272	ECOCYC	G6144
b0272	GeneID	945016
b0273	UniProtKB/Swiss-Prot	P06960
b0273	ASAP	ABE-0000939
b0273	ECOCYC	EG10067
b0273	GeneID	944844
b4766	UniProtKB/Swiss-Prot	P0DSE4
b4766	ECOCYC	G0-17012
b4766	GeneID	63925624
b4688	UniProtKB/Swiss-Prot	P0DPM8
b4688	ASAP	ABE-0285250
b4688	ECOCYC	G0-16674
b4688	GeneID	7751632
b0274	UniProtKB/Swiss-Prot	P0CF27
b0274	ASAP	ABE-0000948
b0274	ECOCYC	G6145
b0274	GeneID	944950
b0275	UniProtKB/Swiss-Prot	P0CF09
b0275	ASAP	ABE-0000951
b0275	ECOCYC	G6146
b0275	GeneID	944951
b0276	UniProtKB/Swiss-Prot	P77169
b0276	ASAP	ABE-0000963
b0276	ECOCYC	G6147
b0276	GeneID	949094
b0277	UniProtKB/Swiss-Prot	P77657
b0277	ASAP	ABE-0000965
b0277	ECOCYC	G6148
b0277	GeneID	945847
b0278	UniProtKB/Swiss-Prot	P77607
b0278	ASAP	ABE-0000970
b0278	ECOCYC	G6149
b0278	GeneID	945845
b0279	UniProtKB/Swiss-Prot	P71296
b0279	ASAP	ABE-0000972
b0279	ECOCYC	G6150
b0279	GeneID	944959
b4729	UniProtKB/Swiss-Prot	P0DPM9
b4729	ECOCYC	G0-16724
b4729	GeneID	38094939
b0280	UniProtKB/Swiss-Prot	P71297
b0280	ASAP	ABE-0000976
b0280	ECOCYC	G6151
b0280	GeneID	945349
b0281	UniProtKB/Swiss-Prot	P71298
b0281	ASAP	ABE-0000979
b0281	ECOCYC	G6152
b0281	GeneID	947351
b0282	UniProtKB/Swiss-Prot	P75684
b0282	ASAP	ABE-0000982
b0282	ECOCYC	G6153
b0282	GeneID	947411
b0283	UniProtKB/Swiss-Prot	P77183
b0283	ASAP	ABE-0000984
b0283	ECOCYC	G6154
b0283	GeneID	945010
b0284	UniProtKB/Swiss-Prot	P77489
b0284	ASAP	ABE-0000988
b0284	ECOCYC	G6155
b0284	GeneID	944961
b0285	UniProtKB/Swiss-Prot	P77324
b0285	ASAP	ABE-0000990
b0285	ECOCYC	G6156
b0285	GeneID	945710
b0286	UniProtKB/Swiss-Prot	P77165
b0286	ASAP	ABE-0000992
b0286	ECOCYC	G6157
b0286	GeneID	945330
b0287	UniProtKB/Swiss-Prot	P0AAA1
b0287	ASAP	ABE-0000995
b0287	ECOCYC	G6158
b0287	GeneID	945677
b0288	UniProtKB/Swiss-Prot	P0AAL9
b0288	ASAP	ABE-0000997
b0288	ECOCYC	G6159
b0288	GeneID	945905
b0289	UniProtKB/Swiss-Prot	P77263
b0289	ASAP	ABE-0001000
b0289	ECOCYC	G6160
b0289	GeneID	946631
b0290	UniProtKB/Swiss-Prot	P77694
b0290	ASAP	ABE-0001002
b0290	ECOCYC	G6161
b0290	GeneID	947349
b0291	UniProtKB/Swiss-Prot	P77802
b0291	ASAP	ABE-0001005
b0291	ECOCYC	G6162
b0291	GeneID	947606
b0292	UniProtKB/Swiss-Prot	P77188
b0292	ASAP	ABE-0001007
b0292	ECOCYC	G6163
b0292	GeneID	948806
b0293	UniProtKB/Swiss-Prot	P0AAA3
b0293	ASAP	ABE-0001009
b0293	ECOCYC	G6164
b0293	GeneID	948759
b0294	UniProtKB/Swiss-Prot	P71301
b0294	ASAP	ABE-0001011
b0294	ECOCYC	G6165
b0294	GeneID	944966
b0295	UniProtKB/Swiss-Prot	P56257
b0295	ASAP	ABE-0001019
b0295	ECOCYC	G6166
b0295	GeneID	944962
b4506	UniProtKB/Swiss-Prot	Q2EEQ2
b4506	ASAP	ABE-0285027
b4506	ECOCYC	G0-10434
b4506	GeneID	1450238
b0296	UniProtKB/Swiss-Prot	P0A7N1
b0296	ASAP	ABE-0001021
b0296	ECOCYC	G6167
b0296	GeneID	944960
b4671	UniProtKB/Swiss-Prot	C1P5Z8
b4671	ASAP	ABE-0285215
b4671	ECOCYC	G0-10654
b4671	GeneID	7751635
b0298	UniProtKB/Swiss-Prot	P0CF66
b0298	ASAP	ABE-0001028
b0298	ECOCYC	G6168
b0298	GeneID	944952
b0299	UniProtKB/Swiss-Prot	P0CF79
b0299	ASAP	ABE-0001030
b0299	ECOCYC	G6169
b0299	GeneID	944948
b0301	UniProtKB/Swiss-Prot	P75685
b0301	ASAP	ABE-0001038
b0301	ECOCYC	G6171
b0301	GeneID	944974
b0303	UniProtKB/Swiss-Prot	P75687
b0303	ASAP	ABE-0001043
b0303	ECOCYC	G6173
b0303	GeneID	945658
b0304	UniProtKB/Swiss-Prot	P77212
b0304	ASAP	ABE-0001048
b0304	ECOCYC	G6174
b0304	GeneID	946092
b0305	UniProtKB/Swiss-Prot	P77379
b0305	ASAP	ABE-0001054
b0305	ECOCYC	G6175
b0305	GeneID	945616
b0306	UniProtKB/Swiss-Prot	P77252
b0306	ASAP	ABE-0001058
b0306	ECOCYC	G6176
b0306	GeneID	948438
b0307	UniProtKB/Swiss-Prot	P77536
b0307	ASAP	ABE-0001060
b0307	ECOCYC	G6177
b0307	GeneID	944980
b0308	UniProtKB/Swiss-Prot	P77433
b0308	ASAP	ABE-0001062
b0308	ECOCYC	G6178
b0308	GeneID	945906
b0310	UniProtKB/Swiss-Prot	P77180
b0310	ASAP	ABE-0001066
b0310	ECOCYC	G6180
b0310	GeneID	947513
b0311	UniProtKB/Swiss-Prot	P17444
b0311	ASAP	ABE-0001070
b0311	ECOCYC	EG10109
b0311	GeneID	945716
b0312	UniProtKB/Swiss-Prot	P17445
b0312	ASAP	ABE-0001072
b0312	ECOCYC	EG10110
b0312	GeneID	947376
b0313	UniProtKB/Swiss-Prot	P17446
b0313	ASAP	ABE-0001076
b0313	ECOCYC	EG10111
b0313	GeneID	944981
b0314	UniProtKB/Swiss-Prot	P0ABC9
b0314	ASAP	ABE-0001080
b0314	ECOCYC	EG10112
b0314	GeneID	945079
b4730	UniProtKB/Swiss-Prot	P0DPN0
b4730	ECOCYC	G0-16725
b4730	GeneID	38094940
b0315	UniProtKB/Swiss-Prot	P21514
b0315	ASAP	ABE-0001086
b0315	ECOCYC	EG11236
b0315	GeneID	947459
b0316	UniProtKB/Swiss-Prot	P77700
b0316	ASAP	ABE-0001088
b0316	ECOCYC	G6181
b0316	GeneID	945278
b0317	UniProtKB/Swiss-Prot	P77219
b0317	ASAP	ABE-0001091
b0317	ECOCYC	G6182
b0317	GeneID	947337
b0318	UniProtKB/Swiss-Prot	P77736
b0318	ASAP	ABE-0001095
b0318	ECOCYC	G6183
b0318	GeneID	947681
b0319	UniProtKB/Swiss-Prot	P77297
b0319	ASAP	ABE-0001097
b0319	ECOCYC	G6184
b0319	GeneID	947134
b0320	UniProtKB/Swiss-Prot	P77187
b0320	ASAP	ABE-0001099
b0320	ECOCYC	G6185
b0320	GeneID	947298
b0321	UniProtKB/Swiss-Prot	P77221
b0321	ASAP	ABE-0001101
b0321	ECOCYC	G6186
b0321	GeneID	945379
b0322	UniProtKB/Swiss-Prot	Q2EEQ3
b0322	ASAP	ABE-0001104
b0322	ECOCYC	G0-10550
b0322	GeneID	945035
b0323	UniProtKB/Swiss-Prot	P77624
b0323	ASAP	ABE-0001107
b0323	ECOCYC	G6188
b0323	GeneID	944984
b0324	UniProtKB/Swiss-Prot	P77554
b0324	ASAP	ABE-0001109
b0324	ECOCYC	G6189
b0324	GeneID	944976
b0325	UniProtKB/Swiss-Prot	P75691
b0325	ASAP	ABE-0001113
b0325	ECOCYC	G6190
b0325	GeneID	944975
b0326	UniProtKB/Swiss-Prot	P77393
b0326	ASAP	ABE-0001117
b0326	ECOCYC	G6191
b0326	GeneID	944970
b0327	UniProtKB/Swiss-Prot	P75692
b0327	ASAP	ABE-0001120
b0327	ECOCYC	G6192
b0327	GeneID	944969
b0328	UniProtKB/Swiss-Prot	P75693
b0328	ASAP	ABE-0001122
b0328	ECOCYC	G6193
b0328	GeneID	944968
b0329	UniProtKB/Swiss-Prot	P75694
b0329	ASAP	ABE-0001130
b0329	ECOCYC	G6194
b0329	GeneID	944985
b0330	UniProtKB/Swiss-Prot	P77743
b0330	ASAP	ABE-0001133
b0330	ECOCYC	G6195
b0330	GeneID	944987
b0331	UniProtKB/Swiss-Prot	P77541
b0331	ASAP	ABE-0001138
b0331	ECOCYC	G6196
b0331	GeneID	944990
b0333	UniProtKB/Swiss-Prot	P31660
b0333	ASAP	ABE-0001148
b0333	ECOCYC	G6198
b0333	GeneID	947528
b0334	UniProtKB/Swiss-Prot	P77243
b0334	ASAP	ABE-0001152
b0334	ECOCYC	G6199
b0334	GeneID	945931
b0335	UniProtKB/Swiss-Prot	P77495
b0335	ASAP	ABE-0001154
b0335	ECOCYC	G6200
b0335	GeneID	946891
b0336	UniProtKB/Swiss-Prot	P0AA82
b0336	ASAP	ABE-0001159
b0336	ECOCYC	EG11327
b0336	GeneID	944994
b0337	UniProtKB/Swiss-Prot	P25524
b0337	ASAP	ABE-0001161
b0337	ECOCYC	EG11326
b0337	GeneID	944996
b0338	UniProtKB/Swiss-Prot	P27111
b0338	ASAP	ABE-0001165
b0338	ECOCYC	EG11421
b0338	GeneID	945001
b0339	UniProtKB/Swiss-Prot	P0ABE9
b0339	ASAP	ABE-0001171
b0339	ECOCYC	EG10176
b0339	GeneID	946548
b0340	UniProtKB/Swiss-Prot	P00816
b0340	ASAP	ABE-0001173
b0340	ECOCYC	EG10175
b0340	GeneID	948998
b0341	UniProtKB/Swiss-Prot	P17583
b0341	ASAP	ABE-0001175
b0341	ECOCYC	EG10177
b0341	GeneID	946770
b0342	UniProtKB/Swiss-Prot	P07464
b0342	ASAP	ABE-0001177
b0342	ECOCYC	EG10524
b0342	GeneID	945674
b0343	UniProtKB/Swiss-Prot	P02920
b0343	ASAP	ABE-0001181
b0343	ECOCYC	EG10526
b0343	GeneID	949083
b0344	UniProtKB/Swiss-Prot	P00722
b0344	ASAP	ABE-0001183
b0344	ECOCYC	EG10527
b0344	GeneID	945006
b0345	UniProtKB/Swiss-Prot	P03023
b0345	ASAP	ABE-0001189
b0345	ECOCYC	EG10525
b0345	GeneID	945007
b0346	UniProtKB/Swiss-Prot	P77569
b0346	ASAP	ABE-0001191
b0346	ECOCYC	G6201
b0346	GeneID	945938
b0347	UniProtKB/Swiss-Prot	P77397
b0347	ASAP	ABE-0001196
b0347	ECOCYC	M010
b0347	GeneID	945197
b0348	UniProtKB/Swiss-Prot	P0ABR9
b0348	ASAP	ABE-0001198
b0348	ECOCYC	M011
b0348	GeneID	945047
b0349	UniProtKB/Swiss-Prot	P77044
b0349	ASAP	ABE-0001201
b0349	ECOCYC	M012
b0349	GeneID	944954
b0350	UniProtKB/Swiss-Prot	P77608
b0350	ASAP	ABE-0001205
b0350	ECOCYC	M013
b0350	GeneID	944768
b0351	UniProtKB/Swiss-Prot	P77580
b0351	ASAP	ABE-0001207
b0351	ECOCYC	M014
b0351	GeneID	945008
b0352	UniProtKB/Swiss-Prot	P51020
b0352	ASAP	ABE-0001209
b0352	ECOCYC	G6205
b0352	GeneID	945012
b0353	UniProtKB/Swiss-Prot	P77589
b0353	ASAP	ABE-0001213
b0353	ECOCYC	G6206
b0353	GeneID	944997
b0354	UniProtKB/Swiss-Prot	P51024
b0354	ASAP	ABE-0001216
b0354	ECOCYC	G6207
b0354	GeneID	944993
b0355	UniProtKB/Swiss-Prot	P51025
b0355	ASAP	ABE-0001219
b0355	ECOCYC	G6208
b0355	GeneID	944991
b0356	UniProtKB/Swiss-Prot	P25437
b0356	ASAP	ABE-0001221
b0356	ECOCYC	EG50010
b0356	GeneID	944988
b0357	UniProtKB/Swiss-Prot	P0AAP3
b0357	ASAP	ABE-0001226
b0357	ECOCYC	G6209
b0357	GeneID	944986
b0358	UniProtKB/Swiss-Prot	Q47534
b0358	ASAP	ABE-0001230
b0358	ECOCYC	G6210
b0358	GeneID	945014
b4579	ASAP	ABE-0285111
b4579	ECOCYC	G6214
b4579	GeneID	4056039
b0360	UniProtKB/Swiss-Prot	P0CF40
b0360	ASAP	ABE-0001237
b0360	ECOCYC	G6212
b0360	GeneID	945025
b0361	UniProtKB/Swiss-Prot	P0CF53
b0361	ASAP	ABE-0001239
b0361	ECOCYC	G6213
b0361	GeneID	945203
b0363	UniProtKB/Swiss-Prot	Q47536
b0363	ASAP	ABE-0001243
b0363	ECOCYC	G6215
b0363	GeneID	945308
b4731	UniProtKB/Swiss-Prot	P0DPN1
b4731	ECOCYC	G0-16726
b4731	GeneID	38094941
b0364	UniProtKB/Swiss-Prot	P71311
b0364	ASAP	ABE-0001249
b0364	ECOCYC	G6216
b0364	GeneID	946967
b0365	UniProtKB/Swiss-Prot	Q47537
b0365	ASAP	ABE-0001256
b0365	ECOCYC	G6217
b0365	GeneID	945030
b0366	UniProtKB/Swiss-Prot	Q47538
b0366	ASAP	ABE-0001259
b0366	ECOCYC	G6218
b0366	GeneID	945027
b0367	UniProtKB/Swiss-Prot	Q47539
b0367	ASAP	ABE-0001261
b0367	ECOCYC	G6219
b0367	GeneID	945026
b0368	UniProtKB/Swiss-Prot	P37610
b0368	ASAP	ABE-0001263
b0368	ECOCYC	EG12423
b0368	GeneID	945021
b0369	UniProtKB/Swiss-Prot	P0ACB2
b0369	ASAP	ABE-0001266
b0369	ECOCYC	EG10428
b0369	GeneID	945017
b4580	ASAP	ABE-0285112
b4580	ECOCYC	G6222
b4580	GeneID	4056040
b4767	UniProtKB/Swiss-Prot	P0DSE5
b4767	ECOCYC	G0-17013
b4767	GeneID	63925625
b0372	UniProtKB/Swiss-Prot	P0CF80
b0372	ASAP	ABE-0001277
b0372	ECOCYC	G6223
b0372	GeneID	945036
b0373	UniProtKB/Swiss-Prot	P0CF67
b0373	ASAP	ABE-0001279
b0373	ECOCYC	G6224
b0373	GeneID	946900
b0375	UniProtKB/Swiss-Prot	P0AAP5
b0375	ASAP	ABE-0001290
b0375	ECOCYC	G6226
b0375	GeneID	946902
b0376	UniProtKB/Swiss-Prot	P0AD70
b0376	ASAP	ABE-0001292
b0376	ECOCYC	EG12867
b0376	GeneID	946904
b0377	UniProtKB/Swiss-Prot	P0AFY6
b0377	ASAP	ABE-0001297
b0377	ECOCYC	EG10928
b0377	GeneID	946884
b0378	UniProtKB/Swiss-Prot	P77562
b0378	ASAP	ABE-0001299
b0378	ECOCYC	G6227
b0378	GeneID	945038
b0379	UniProtKB/Swiss-Prot	P0AAP7
b0379	ASAP	ABE-0001302
b0379	ECOCYC	G6228
b0379	GeneID	945223
b0380	UniProtKB/Swiss-Prot	P0AAQ0
b0380	ASAP	ABE-0001307
b0380	ECOCYC	G6229
b0380	GeneID	947355
b0381	UniProtKB/Swiss-Prot	P0A6J8
b0381	ASAP	ABE-0001309
b0381	ECOCYC	EG10213
b0381	GeneID	945313
b0382	UniProtKB/Swiss-Prot	P0AAN9
b0382	ASAP	ABE-0001313
b0382	ECOCYC	EG11256
b0382	GeneID	947709
b0383	UniProtKB/Swiss-Prot	P00634
b0383	ASAP	ABE-0001328
b0383	ECOCYC	EG10727
b0383	GeneID	945041
b0384	UniProtKB/Swiss-Prot	P0AFM4
b0384	ASAP	ABE-0001330
b0384	ECOCYC	EG11401
b0384	GeneID	945040
b0385	UniProtKB/Swiss-Prot	P0AAP1
b0385	ASAP	ABE-0001336
b0385	ECOCYC	EG11257
b0385	GeneID	945037
b0386	UniProtKB/Swiss-Prot	P0A9L8
b0386	ASAP	ABE-0001338
b0386	ECOCYC	EG10769
b0386	GeneID	945034
b0387	UniProtKB/Swiss-Prot	P0A8D3
b0387	ASAP	ABE-0001344
b0387	ECOCYC	G6230
b0387	GeneID	945033
b0388	UniProtKB/Swiss-Prot	P0A6E1
b0388	ASAP	ABE-0001353
b0388	ECOCYC	EG10082
b0388	GeneID	945031
b0389	UniProtKB/Swiss-Prot	P0AAN5
b0389	ASAP	ABE-0001355
b0389	ECOCYC	EG11093
b0389	GeneID	945043
b0390	UniProtKB/Swiss-Prot	P0AE28
b0390	ASAP	ABE-0001357
b0390	ECOCYC	EG10083
b0390	GeneID	945045
b0391	UniProtKB/Swiss-Prot	P0C037
b0391	ASAP	ABE-0001360
b0391	ECOCYC	EG12159
b0391	GeneID	945048
b4732	UniProtKB/Swiss-Prot	P0DPN2
b4732	ECOCYC	G0-16727
b4732	GeneID	38094942
b0393	UniProtKB/Swiss-Prot	P36767
b0393	ASAP	ABE-0001366
b0393	ECOCYC	EG12158
b0393	GeneID	948585
b0394	UniProtKB/Swiss-Prot	P23917
b0394	ASAP	ABE-0001372
b0394	ECOCYC	EG11288
b0394	GeneID	949086
b0396	UniProtKB/Swiss-Prot	P23910
b0396	ASAP	ABE-0001378
b0396	ECOCYC	EG10060
b0396	GeneID	949077
b0397	UniProtKB/Swiss-Prot	P13458
b0397	ASAP	ABE-0001381
b0397	ECOCYC	EG10927
b0397	GeneID	949076
b0398	UniProtKB/Swiss-Prot	P0AG76
b0398	ASAP	ABE-0001383
b0398	ECOCYC	EG11094
b0398	GeneID	945049
b0399	UniProtKB/Swiss-Prot	P0AFJ5
b0399	ASAP	ABE-0001389
b0399	ECOCYC	EG10728
b0399	GeneID	945046
b0400	UniProtKB/Swiss-Prot	P08400
b0400	ASAP	ABE-0001391
b0400	ECOCYC	EG10733
b0400	GeneID	945044
b0401	UniProtKB/Swiss-Prot	P0AD99
b0401	ASAP	ABE-0001394
b0401	ECOCYC	EG12168
b0401	GeneID	945042
b0402	UniProtKB/Swiss-Prot	P0AAE2
b0402	ASAP	ABE-0001398
b0402	ECOCYC	G6233
b0402	GeneID	945050
b0403	UniProtKB/Swiss-Prot	P21517
b0403	ASAP	ABE-0001402
b0403	ECOCYC	EG10565
b0403	GeneID	949131
b0404	UniProtKB/Swiss-Prot	P21515
b0404	ASAP	ABE-0001404
b0404	ECOCYC	EG11095
b0404	GeneID	949132
b0405	UniProtKB/Swiss-Prot	P0A7F9
b0405	ASAP	ABE-0001411
b0405	ECOCYC	EG10812
b0405	GeneID	944905
b0406	UniProtKB/Swiss-Prot	P0A847
b0406	ASAP	ABE-0001413
b0406	ECOCYC	EG10996
b0406	GeneID	949130
b0407	UniProtKB/Swiss-Prot	P0ADZ7
b0407	ASAP	ABE-0001415
b0407	ECOCYC	EG11096
b0407	GeneID	945374
b0408	UniProtKB/Swiss-Prot	P0AG90
b0408	ASAP	ABE-0001417
b0408	ECOCYC	EG10938
b0408	GeneID	949133
b0409	UniProtKB/Swiss-Prot	P0AG93
b0409	ASAP	ABE-0001419
b0409	ECOCYC	EG10940
b0409	GeneID	949120
b0410	UniProtKB/Swiss-Prot	P0AAQ2
b0410	ASAP	ABE-0001422
b0410	ECOCYC	EG11097
b0410	GeneID	945051
b0411	UniProtKB/Swiss-Prot	P0A927
b0411	ASAP	ABE-0001425
b0411	ECOCYC	EG11035
b0411	GeneID	946242
b0412	UniProtKB/Swiss-Prot	P46122
b0412	ASAP	ABE-0001433
b0412	ECOCYC	EG12874
b0412	GeneID	947233
b0413	UniProtKB/Swiss-Prot	P0A8D0
b0413	ASAP	ABE-0001437
b0413	ECOCYC	EG11320
b0413	GeneID	947437
b0414	UniProtKB/Swiss-Prot	P25539
b0414	ASAP	ABE-0001441
b0414	ECOCYC	EG11321
b0414	GeneID	945620
b0415	UniProtKB/Swiss-Prot	P61714
b0415	ASAP	ABE-0001444
b0415	ECOCYC	EG11322
